acs_array_smote_total,gm_array_smote_total,f1macro_array_smote_total,acs_array_adasyn_total,gm_array_adasyn_total,f1macro_array_adasyn_total
0.8811033333333335,0.6152206376773014,0.3720657424497565,0.8808933333333334,0.6143909463479004,0.3689181518909169
0.88034,0.6123007134287424,0.36737786986636844,0.88308,0.6228350911811998,0.3791096354139797
0.8782166666666666,0.6037892114613165,0.3524763224026283,0.8804400000000001,0.6124568962610626,0.36555366302386466
0.8803466666666667,0.6122794164689129,0.3705206398899782,0.8820566666666666,0.6191075878670992,0.3717814252274164
0.8788733333333333,0.6062995927776305,0.3597633760257029,0.87848,0.6048837689578175,0.347360116501357
0.8796333333333333,0.6094501203894642,0.3660083997630884,0.8822933333333335,0.6199676271778852,0.3748468410078646
0.8805466666666668,0.6129364872810791,0.37804067658270696,0.8822833333333333,0.6200335536546286,0.3795306219431918
0.8827366666666666,0.6218380252530854,0.3852193765831652,0.88195,0.6183463185799718,0.3749580813714789
0.8800966666666665,0.611326146551556,0.367711041199347,0.8834833333333332,0.6247465140363496,0.38155216775123346
0.8809166666666666,0.6144059089540518,0.3752154074525797,0.8831166666666667,0.62317223804576,0.38392386988871713
0.8837166667,0.6256733314,0.3878623412,0.8827233333,0.6214648097,0.379272466
0.8788966667,0.6059335302,0.3617697004,0.8801533333,0.611284071,0.3676079376
